gene,chromosome,strand,tss
ENSG00000225512,chr6_GL000252v2_alt,-,3277666
CYP21A2,chr6_GL000252v2_alt,+,3279705
TNXB,chr6_GL000252v2_alt,-,3358976
5S_rRNA,chr6_GL000252v2_alt,-,3320035
ATF6B,chr6_GL000252v2_alt,-,3369617
FKBPL,chr6_GL000252v2_alt,-,3371655
PRRT1,chr6_GL000252v2_alt,-,3395738
PPT2,chr6_GL000252v2_alt,+,3394805
TSBP1,chr6_GL000252v2_alt,-,3613021
TSBP1-AS1,chr6_GL000252v2_alt,+,3631600
BTNL2,chr6_GL000252v2_alt,-,3648208
HLA-DRA,chr6_GL000252v2_alt,+,3680146
U1,chr6_GL000252v2_alt,-,3812150
HLA-DRB1,chr6_GL000252v2_alt,-,3848645
HLA-DQA1,chr6_GL000252v2_alt,+,3872102
HLA-DQB1,chr6_GL000252v2_alt,-,3910237
HLA-DQB1-AS1,chr6_GL000252v2_alt,+,3900708
ENSG00000240684,chr6_GL000252v2_alt,-,3903303
ENSG00000234331,chr6_GL000252v2_alt,+,3962110
HLA-DQA2,chr6_GL000252v2_alt,+,3986112
HLA-DQB2,chr6_GL000252v2_alt,-,4008293
HLA-DOB,chr6_GL000252v2_alt,-,4060766
TAP2,chr6_GL000252v2_alt,-,4082348
PSMB8,chr6_GL000252v2_alt,-,4088273
PSMB8-AS1,chr6_GL000252v2_alt,+,4087655
PSMB9,chr6_GL000252v2_alt,+,4087705
TAP1,chr6_GL000252v2_alt,-,4097548
ENSG00000292996,chr6_GL000252v2_alt,-,4123371
HLA-DMB,chr6_GL000252v2_alt,-,4196655
HLA-DMA,chr6_GL000252v2_alt,-,4196655
BRD2,chr6_GL000252v2_alt,+,4221379
HLA-DOA,chr6_GL000252v2_alt,-,4253152
HLA-DPA1,chr6_GL000252v2_alt,-,4324306
HLA-DPB1,chr6_GL000252v2_alt,+,4319456
HCG24,chr6_GL000252v2_alt,+,4388284
COL11A2,chr6_GL000252v2_alt,-,4435998
RXRB,chr6_GL000252v2_alt,-,4444187
SLC39A7,chr6_GL000252v2_alt,+,4443943
HSD17B8,chr6_GL000252v2_alt,+,4448140
RING1,chr6_GL000252v2_alt,+,4451993
HCG25,chr6_GL000252v2_alt,+,4493045
VPS52,chr6_GL000252v2_alt,-,4515561
RPS18,chr6_GL000252v2_alt,+,4515523
B3GALT4,chr6_GL000252v2_alt,+,4520645
WDR46,chr6_GL000252v2_alt,-,4533045
PFDN6,chr6_GL000252v2_alt,+,4532819
RGL2,chr6_GL000252v2_alt,-,4542842
TAPBP,chr6_GL000252v2_alt,-,4557902
ZBTB22,chr6_GL000252v2_alt,-,4561457
DAXX,chr6_GL000252v2_alt,-,4572783
ENSG00000273040,chr6_GL000253v2_alt,-,104568
LINC01623,chr6_GL000253v2_alt,-,128908
TRIM27,chr6_GL000253v2_alt,-,189548
U6,chr6_GL000253v2_alt,+,181203
LINC01556,chr6_GL000253v2_alt,+,209438
Metazoa_SRP,chr6_GL000253v2_alt,+,243034
HCG15,chr6_GL000253v2_alt,+,251761
ENSG00000240111,chr6_GL000253v2_alt,+,252358
ZNF311,chr6_GL000253v2_alt,-,270874
OR2W1,chr6_GL000253v2_alt,-,310798
ENSG00000277403,chr6_GL000253v2_alt,+,329553
OR2B3,chr6_GL000253v2_alt,-,352871
OR2J3,chr6_GL000253v2_alt,+,377449
ENSG00000231960,chr6_GL000253v2_alt,+,389768
OR2J2,chr6_GL000253v2_alt,+,438865
LINC03003,chr6_GL000253v2_alt,+,489572
OR14J1,chr6_GL000253v2_alt,+,572291
OR5V1,chr6_GL000253v2_alt,-,697102
OR12D3,chr6_GL000253v2_alt,-,715227
OR12D2,chr6_GL000253v2_alt,+,661699
OR11A1,chr6_GL000253v2_alt,-,722195
OR10C1,chr6_GL000253v2_alt,+,704440
OR2H1,chr6_GL000253v2_alt,+,722304
MAS1L,chr6_GL000253v2_alt,-,753027
LINC02829,chr6_GL000253v2_alt,+,762634
LINC01015,chr6_GL000253v2_alt,+,794550
UBD,chr6_GL000253v2_alt,-,825085
GABBR1,chr6_GL000253v2_alt,-,898309
SNORD32B,chr6_GL000253v2_alt,+,847432
OR2H2,chr6_GL000253v2_alt,+,852638
MOG,chr6_GL000253v2_alt,+,922097
ZFP57,chr6_GL000253v2_alt,-,946215
HLA-F,chr6_GL000253v2_alt,+,985436
HLA-F-AS1,chr6_GL000253v2_alt,-,1011714
Y_RNA,chr6_GL000253v2_alt,+,1013034
HLA-V,chr6_GL000253v2_alt,+,1053435
HLA-G,chr6_GL000253v2_alt,+,1089453
HLA-A,chr6_GL000253v2_alt,+,1195800
HCG9,chr6_GL000253v2_alt,+,1235851
POLR1HASP,chr6_GL000253v2_alt,-,1322394
ENSG00000290362,chr6_GL000253v2_alt,+,1267313
ENSG00000278049,chr6_GL000253v2_alt,+,1296665
ENSG00000277415,chr6_GL000253v2_alt,+,1318871
POLR1H,chr6_GL000253v2_alt,+,1319655
ENSG00000277085,chr6_GL000253v2_alt,+,1321833
PPP1R11,chr6_GL000253v2_alt,+,1327457
RNF39,chr6_GL000253v2_alt,-,1336637
TRIM31,chr6_GL000253v2_alt,-,1373816
TRIM31-AS1,chr6_GL000253v2_alt,+,1365956
ENSG00000263589,chr6_GL000253v2_alt,-,1443683
TRIM40,chr6_GL000253v2_alt,+,1446829
TRIM10,chr6_GL000253v2_alt,-,1471655
TRIM15,chr6_GL000253v2_alt,+,1473907
TRIM26,chr6_GL000253v2_alt,-,1524080
HCG17,chr6_GL000253v2_alt,-,1636359
HLA-L,chr6_GL000253v2_alt,+,1569833
HCG18,chr6_GL000253v2_alt,-,1637375
TRIM39,chr6_GL000253v2_alt,+,1636703
RPP21,chr6_GL000253v2_alt,+,1639536
HLA-E,chr6_GL000253v2_alt,+,1799701
LINC02569,chr6_GL000253v2_alt,+,1826486
GNL1,chr6_GL000253v2_alt,-,1867403
PRR3,chr6_GL000253v2_alt,+,1867114
ABCF1,chr6_GL000253v2_alt,+,1881604
PPP1R10,chr6_GL000253v2_alt,-,1928841
MRPS18B,chr6_GL000253v2_alt,+,1927937
ATAT1,chr6_GL000253v2_alt,+,1937070
C6orf136,chr6_GL000253v2_alt,+,1957267
DHX16,chr6_GL000253v2_alt,-,1983290
PPP1R18,chr6_GL000253v2_alt,-,1998148
NRM,chr6_GL000253v2_alt,-,2001673
MDC1,chr6_GL000253v2_alt,-,2028140
MDC1-AS1,chr6_GL000253v2_alt,+,2013318
TUBB,chr6_GL000253v2_alt,+,2030451
FLOT1,chr6_GL000253v2_alt,-,2052984
IER3,chr6_GL000253v2_alt,-,2054805
HCG20,chr6_GL000253v2_alt,+,2077066
ENSG00000229170,chr6_GL000253v2_alt,-,2140904
LINC02570,chr6_GL000253v2_alt,-,2158404
7SK,chr6_GL000253v2_alt,+,2174494
DDR1-DT,chr6_GL000253v2_alt,-,2186160
DDR1,chr6_GL000253v2_alt,+,2191216
GTF2H4,chr6_GL000253v2_alt,+,2218419
ENSG00000285089,chr6_GL000253v2_alt,+,2218477
VARS2,chr6_GL000253v2_alt,+,2224440
SFTA2,chr6_GL000253v2_alt,-,2242413
Y_RNA,chr6_GL000253v2_alt,-,2710841
MUC21,chr6_GL000253v2_alt,+,2293960
MUC22,chr6_GL000253v2_alt,+,2320964
HCG22,chr6_GL000253v2_alt,+,2363961
C6orf15,chr6_GL000253v2_alt,-,2423062
PSORS1C1,chr6_GL000253v2_alt,+,2425263
CDSN,chr6_GL000253v2_alt,-,2430956
PSORS1C2,chr6_GL000253v2_alt,-,2449875
CCHCR1,chr6_GL000253v2_alt,-,2468748
TCF19,chr6_GL000253v2_alt,+,2469086
POU5F1,chr6_GL000253v2_alt,-,2481213
ENSG00000257215,chr6_GL000253v2_alt,+,2481081
PSORS1C3,chr6_GL000253v2_alt,-,2488424
HCG27,chr6_GL000253v2_alt,+,2508304
ENSG00000229823,chr6_GL000253v2_alt,-,2511187
HLA-C,chr6_GL000253v2_alt,-,2581172
HLA-B,chr6_GL000253v2_alt,-,2665857
MICA,chr6_GL000253v2_alt,+,2708376
LINC01149,chr6_GL000253v2_alt,+,2749705
MICB,chr6_GL000253v2_alt,+,2810694
MCCD1,chr6_GL000253v2_alt,+,2833789
DDX39B,chr6_GL000253v2_alt,-,2851631
SNORD117,chr6_GL000253v2_alt,-,2841520
SNORD84,chr6_GL000253v2_alt,-,2846231
DDX39B-AS1,chr6_GL000253v2_alt,+,2847356
ATP6V1G2,chr6_GL000253v2_alt,-,2851897
NFKBIL1,chr6_GL000253v2_alt,+,2851918
LTA,chr6_GL000253v2_alt,+,2877094
TNF,chr6_GL000253v2_alt,+,2880607
LTB,chr6_GL000253v2_alt,-,2887563
LST1,chr6_GL000253v2_alt,+,2891164
NCR3,chr6_GL000253v2_alt,-,2898026
PRRC2A,chr6_GL000253v2_alt,+,2925760
SNORA38,chr6_GL000253v2_alt,+,2928116
BAG6,chr6_GL000253v2_alt,-,2957751
APOM,chr6_GL000253v2_alt,+,2957461
C6orf47,chr6_GL000253v2_alt,-,2965819
C6orf47-AS1,chr6_GL000253v2_alt,+,2963374
GPANK1,chr6_GL000253v2_alt,-,2971330
CSNK2B,chr6_GL000253v2_alt,+,2970282
ENSG00000258543,chr6_GL000253v2_alt,+,2970926
LY6G5B,chr6_GL000253v2_alt,+,2975425
LY6G5C,chr6_GL000253v2_alt,-,2989087
ABHD16A,chr6_GL000253v2_alt,-,3008464
LY6G6F,chr6_GL000253v2_alt,+,3011933
LY6G6F-LY6G6D,chr6_GL000253v2_alt,+,3011952
LY6G6E,chr6_GL000253v2_alt,-,3018862
LY6G6D,chr6_GL000253v2_alt,+,3020405
MPIG6B,chr6_GL000253v2_alt,+,3023639
LY6G6C,chr6_GL000253v2_alt,-,3026891
DDAH2,chr6_GL000253v2_alt,-,3035664
CLIC1,chr6_GL000253v2_alt,-,3044810
MSH5,chr6_GL000253v2_alt,+,3045037
NEU1,chr6_GL000253v2_alt,-,3168122
SLC44A4,chr6_GL000253v2_alt,-,3168651
C2,chr6_GL000253v2_alt,+,3225155
C4B-AS1,chr6_GL000253v2_alt,-,3246691
CFB,chr6_GL000253v2_alt,+,3250626
TNXB,chr6_GL000253v2_alt,-,3403206
5S_rRNA,chr6_GL000253v2_alt,-,3383634
PRRT1,chr6_GL000253v2_alt,-,3459374
PPT2,chr6_GL000253v2_alt,+,3458441
EGFL8,chr6_GL000253v2_alt,+,3469588
AGPAT1,chr6_GL000253v2_alt,-,3483077
RNF5,chr6_GL000253v2_alt,+,3483334
AGER,chr6_GL000253v2_alt,-,3489305
PBX2,chr6_GL000253v2_alt,-,3495164
GPSM3,chr6_GL000253v2_alt,-,3500501
NOTCH4,chr6_GL000253v2_alt,-,3529069
TSBP1,chr6_GL000253v2_alt,-,3676908
TSBP1-AS1,chr6_GL000253v2_alt,+,3695501
BTNL2,chr6_GL000253v2_alt,-,3712147
HLA-DRA,chr6_GL000253v2_alt,+,3744058
U1,chr6_GL000253v2_alt,-,3986558
HLA-DRB4,chr6_GL000253v2_alt,-,3855431
HLA-DRB1,chr6_GL000253v2_alt,-,4023043
HLA-DQA1,chr6_GL000253v2_alt,+,4046500
HLA-DQB1,chr6_GL000253v2_alt,-,4086211
HLA-DQB1-AS1,chr6_GL000253v2_alt,+,4077329
ENSG00000242138,chr6_GL000253v2_alt,-,4079931
ENSG00000226139,chr6_GL000253v2_alt,+,4137307
HLA-DQA2,chr6_GL000253v2_alt,+,4160656
HLA-DQB2,chr6_GL000253v2_alt,-,4182889
TAP2,chr6_GL000253v2_alt,-,4258134
PSMB8,chr6_GL000253v2_alt,-,4264056
PSMB8-AS1,chr6_GL000253v2_alt,+,4263438
PSMB9,chr6_GL000253v2_alt,+,4263488
TAP1,chr6_GL000253v2_alt,-,4273331
ENSG00000292992,chr6_GL000253v2_alt,-,4299201
HLA-DMB,chr6_GL000253v2_alt,-,4372491
HLA-DMA,chr6_GL000253v2_alt,-,4390100
BRD2,chr6_GL000253v2_alt,+,4388043
ENSG00000236657,chr6_GL000253v2_alt,+,4389686
HLA-DOA,chr6_GL000253v2_alt,-,4428960
HLA-DPA1,chr6_GL000253v2_alt,-,4500478
HLA-DPB1,chr6_GL000253v2_alt,+,4495622
ENSG00000290352,chr6_GL000253v2_alt,+,4532155
HCG24,chr6_GL000253v2_alt,+,4564234
COL11A2,chr6_GL000253v2_alt,-,4611971
RXRB,chr6_GL000253v2_alt,-,4620161
SLC39A7,chr6_GL000253v2_alt,+,4619917
HSD17B8,chr6_GL000253v2_alt,+,4624114
RING1,chr6_GL000253v2_alt,+,4627971
HCG25,chr6_GL000253v2_alt,+,4668994
VPS52,chr6_GL000253v2_alt,-,4671432
ENSG00000235668,chr6_GL000254v2_alt,-,104604
LINC01623,chr6_GL000254v2_alt,-,128944
HCG14,chr6_GL000254v2_alt,+,162285
TRIM27,chr6_GL000254v2_alt,-,189744
U6,chr6_GL000254v2_alt,+,181399
LINC01556,chr6_GL000254v2_alt,+,209631
OR2W1,chr6_GL000254v2_alt,-,310982
ENSG00000274733,chr6_GL000254v2_alt,+,329739
OR2B3,chr6_GL000254v2_alt,-,353043
OR2J1,chr6_GL000254v2_alt,+,366345
OR2J3,chr6_GL000254v2_alt,+,377629
OR2J2,chr6_GL000254v2_alt,+,439039
OR14J1,chr6_GL000254v2_alt,+,572512
OR5V1,chr6_GL000254v2_alt,-,697336
OR12D3,chr6_GL000254v2_alt,-,715469
OR12D2,chr6_GL000254v2_alt,+,661928
OR11A1,chr6_GL000254v2_alt,-,722445
OR10C1,chr6_GL000254v2_alt,+,704674
OR2H1,chr6_GL000254v2_alt,+,722554
MAS1L,chr6_GL000254v2_alt,-,753276
LINC02829,chr6_GL000254v2_alt,+,762883
LINC01015,chr6_GL000254v2_alt,+,794801
UBD,chr6_GL000254v2_alt,-,825329
GABBR1,chr6_GL000254v2_alt,-,898553
SNORD32B,chr6_GL000254v2_alt,+,847643
OR2H2,chr6_GL000254v2_alt,+,852849
MOG,chr6_GL000254v2_alt,+,922379
ZFP57,chr6_GL000254v2_alt,-,946481
HLA-F,chr6_GL000254v2_alt,+,985479
HLA-F-AS1,chr6_GL000254v2_alt,-,1011775
Y_RNA,chr6_GL000254v2_alt,+,1013096
HLA-V,chr6_GL000254v2_alt,+,1053510
HLA-G,chr6_GL000254v2_alt,+,1089437
HLA-A,chr6_GL000254v2_alt,+,1286635
HCG9,chr6_GL000254v2_alt,+,1319164
POLR1HASP,chr6_GL000254v2_alt,-,1405733
ENSG00000290358,chr6_GL000254v2_alt,+,1350638
ENSG00000278347,chr6_GL000254v2_alt,+,1379989
ENSG00000276640,chr6_GL000254v2_alt,+,1402207
POLR1H,chr6_GL000254v2_alt,+,1402991
ENSG00000276594,chr6_GL000254v2_alt,+,1405172
PPP1R11,chr6_GL000254v2_alt,+,1410798
RNF39,chr6_GL000254v2_alt,-,1419977
TRIM31,chr6_GL000254v2_alt,-,1457179
TRIM31-AS1,chr6_GL000254v2_alt,+,1449314
ENSG00000263517,chr6_GL000254v2_alt,-,1477056
TRIM40,chr6_GL000254v2_alt,+,1480196
TRIM10,chr6_GL000254v2_alt,-,1505011
TRIM15,chr6_GL000254v2_alt,+,1507278
TRIM26,chr6_GL000254v2_alt,-,1557367
HLA-E,chr6_GL000254v2_alt,+,1833522
LINC02569,chr6_GL000254v2_alt,+,1860308
GNL1,chr6_GL000254v2_alt,-,1901220
PRR3,chr6_GL000254v2_alt,+,1900931
ABCF1,chr6_GL000254v2_alt,+,1915421
PPP1R10,chr6_GL000254v2_alt,-,1962660
MRPS18B,chr6_GL000254v2_alt,+,1961756
ATAT1,chr6_GL000254v2_alt,+,1970889
C6orf136,chr6_GL000254v2_alt,+,1991088
DHX16,chr6_GL000254v2_alt,-,2017114
PPP1R18,chr6_GL000254v2_alt,-,2031972
NRM,chr6_GL000254v2_alt,-,2035497
MDC1,chr6_GL000254v2_alt,-,2061964
MDC1-AS1,chr6_GL000254v2_alt,+,2047142
TUBB,chr6_GL000254v2_alt,+,2064275
FLOT1,chr6_GL000254v2_alt,-,2085614
Y_RNA,chr6_GL000254v2_alt,-,3120794
LINC02570,chr6_GL000254v2_alt,-,2192238
7SK,chr6_GL000254v2_alt,+,2208407
DDR1-DT,chr6_GL000254v2_alt,-,2220070
DDR1,chr6_GL000254v2_alt,+,2225123
GTF2H4,chr6_GL000254v2_alt,+,2252330
ENSG00000285515,chr6_GL000254v2_alt,+,2252388
VARS2,chr6_GL000254v2_alt,+,2258351
SFTA2,chr6_GL000254v2_alt,-,2276306
MUCL3,chr6_GL000254v2_alt,+,2285104
HCG21,chr6_GL000254v2_alt,-,2290493
MUC21,chr6_GL000254v2_alt,+,2327855
MUC22,chr6_GL000254v2_alt,+,2354612
HCG22,chr6_GL000254v2_alt,+,2397574
C6orf15,chr6_GL000254v2_alt,-,2456676
PSORS1C1,chr6_GL000254v2_alt,+,2458866
CDSN,chr6_GL000254v2_alt,-,2464559
PSORS1C2,chr6_GL000254v2_alt,-,2483487
CCHCR1,chr6_GL000254v2_alt,-,2502362
TCF19,chr6_GL000254v2_alt,+,2502700
POU5F1,chr6_GL000254v2_alt,-,2514827
ENSG00000258002,chr6_GL000254v2_alt,+,2514695
PSORS1C3,chr6_GL000254v2_alt,-,2522038
HCG27,chr6_GL000254v2_alt,+,2541917
ENSG00000226408,chr6_GL000254v2_alt,-,2546125
HLA-C,chr6_GL000254v2_alt,-,2614849
HLA-B,chr6_GL000254v2_alt,-,2699230
HCP5,chr6_GL000254v2_alt,+,2806318
MICB,chr6_GL000254v2_alt,+,2840039
MCCD1,chr6_GL000254v2_alt,+,2870659
DDX39B,chr6_GL000254v2_alt,-,2888517
SNORD117,chr6_GL000254v2_alt,-,2878391
SNORD84,chr6_GL000254v2_alt,-,2883117
DDX39B-AS1,chr6_GL000254v2_alt,+,2884242
ATP6V1G2,chr6_GL000254v2_alt,-,2888783
NFKBIL1,chr6_GL000254v2_alt,+,2888804
LTA,chr6_GL000254v2_alt,+,2913949
TNF,chr6_GL000254v2_alt,+,2917464
LTB,chr6_GL000254v2_alt,-,2924420
LST1,chr6_GL000254v2_alt,+,2928018
NCR3,chr6_GL000254v2_alt,-,2934878
AIF1,chr6_GL000254v2_alt,+,2957069
PRRC2A,chr6_GL000254v2_alt,+,2962601
SNORA38,chr6_GL000254v2_alt,+,2964963
BAG6,chr6_GL000254v2_alt,-,2994577
APOM,chr6_GL000254v2_alt,+,2994287
C6orf47,chr6_GL000254v2_alt,-,3002644
C6orf47-AS1,chr6_GL000254v2_alt,+,3000200
GPANK1,chr6_GL000254v2_alt,-,3008155
CSNK2B,chr6_GL000254v2_alt,+,3007107
LY6G5B,chr6_GL000254v2_alt,+,3010989
LY6G5C,chr6_GL000254v2_alt,-,3025912
ABHD16A,chr6_GL000254v2_alt,-,3045289
LY6G6F,chr6_GL000254v2_alt,+,3048757
LY6G6D,chr6_GL000254v2_alt,+,3048776
LY6G6E,chr6_GL000254v2_alt,-,3055689
MPIG6B,chr6_GL000254v2_alt,+,3060468
LY6G6C,chr6_GL000254v2_alt,-,3063720
DDAH2,chr6_GL000254v2_alt,-,3072492
CLIC1,chr6_GL000254v2_alt,-,3081639
MSH5,chr6_GL000254v2_alt,+,3081866
MSH5-SAPCD1,chr6_GL000254v2_alt,+,3081895
U6,chr6_GL000254v2_alt,-,3098942
SAPCD1,chr6_GL000254v2_alt,+,3104687
SAPCD1-AS1,chr6_GL000254v2_alt,-,3107477
VWA7,chr6_GL000254v2_alt,-,3119183
VARS1,chr6_GL000254v2_alt,-,3137842
LSM2,chr6_GL000254v2_alt,-,3148874
NEU1,chr6_GL000254v2_alt,-,3204976
SLC44A4,chr6_GL000254v2_alt,-,3221111
EHMT2,chr6_GL000254v2_alt,-,3239759
ENSG00000233649,chr6_GL000254v2_alt,+,3225825
C2,chr6_GL000254v2_alt,+,3239856
ZBTB12,chr6_GL000254v2_alt,-,3244067
C4B-AS1,chr6_GL000254v2_alt,-,3283759
CFB,chr6_GL000254v2_alt,+,3287685
NELFE,chr6_GL000254v2_alt,-,3301128
SKIC2,chr6_GL000254v2_alt,+,3301115
DXO,chr6_GL000254v2_alt,-,3314328
STK19,chr6_GL000254v2_alt,+,3313210
C4B,chr6_GL000254v2_alt,+,3324060
ENSG00000290353,chr6_GL000254v2_alt,+,3349968
C4A,chr6_GL000254v2_alt,+,3356830
C4A-AS1,chr6_GL000254v2_alt,-,3378295
CYP21A2,chr6_GL000254v2_alt,+,3380334
TNXB,chr6_GL000254v2_alt,-,3459630
5S_rRNA,chr6_GL000254v2_alt,-,3420660
ATF6B,chr6_GL000254v2_alt,-,3470273
FKBPL,chr6_GL000254v2_alt,-,3472311
PRRT1,chr6_GL000254v2_alt,-,3496388
PPT2,chr6_GL000254v2_alt,+,3495455
EGFL8,chr6_GL000254v2_alt,+,3506603
AGPAT1,chr6_GL000254v2_alt,-,3520117
RNF5,chr6_GL000254v2_alt,+,3520374
AGER,chr6_GL000254v2_alt,-,3526343
PBX2,chr6_GL000254v2_alt,-,3532202
GPSM3,chr6_GL000254v2_alt,-,3537539
NOTCH4,chr6_GL000254v2_alt,-,3566106
TSBP1,chr6_GL000254v2_alt,-,3713684
TSBP1-AS1,chr6_GL000254v2_alt,+,3732258
BTNL2,chr6_GL000254v2_alt,-,3748885
HLA-DRA,chr6_GL000254v2_alt,+,3780807
U1,chr6_GL000254v2_alt,-,3874109
HLA-DRB4,chr6_GL000254v2_alt,-,3891699
HLA-DQA1,chr6_GL000254v2_alt,+,3929250
HLA-DQB1,chr6_GL000254v2_alt,-,3964882
HLA-DQB1-AS1,chr6_GL000254v2_alt,+,3956246
ENSG00000242044,chr6_GL000254v2_alt,-,3958848
ENSG00000226550,chr6_GL000254v2_alt,+,4016738
HLA-DQA2,chr6_GL000254v2_alt,+,4040715
HLA-DQB2,chr6_GL000254v2_alt,-,4062912
HLA-DOB,chr6_GL000254v2_alt,-,4116141
TAP2,chr6_GL000254v2_alt,-,4137847
PSMB8,chr6_GL000254v2_alt,-,4143772
PSMB8-AS1,chr6_GL000254v2_alt,+,4143154
PSMB9,chr6_GL000254v2_alt,+,4143204
TAP1,chr6_GL000254v2_alt,-,4153047
ENSG00000292989,chr6_GL000254v2_alt,-,4178881
HLA-DMB,chr6_GL000254v2_alt,-,4252170
HLA-DMA,chr6_GL000254v2_alt,-,4269773
BRD2,chr6_GL000254v2_alt,+,4267716
ENSG00000237348,chr6_GL000254v2_alt,+,4269359
HLA-DOA,chr6_GL000254v2_alt,-,4308667
HLA-DPA1,chr6_GL000254v2_alt,-,4379828
HLA-DPB1,chr6_GL000254v2_alt,+,4374972
ENSG00000290341,chr6_GL000254v2_alt,+,4411460
COL11A2,chr6_GL000254v2_alt,-,4628455
RXRB,chr6_GL000254v2_alt,-,4636641
SLC39A7,chr6_GL000254v2_alt,+,4636397
HSD17B8,chr6_GL000254v2_alt,+,4640594
RING1,chr6_GL000254v2_alt,+,4644447
HCG25,chr6_GL000254v2_alt,+,4685515
VPS52,chr6_GL000254v2_alt,-,4708009
RPS18,chr6_GL000254v2_alt,+,4707971
B3GALT4,chr6_GL000254v2_alt,+,4713097
WDR46,chr6_GL000254v2_alt,-,4725463
PFDN6,chr6_GL000254v2_alt,+,4725237
RGL2,chr6_GL000254v2_alt,-,4735260
TAPBP,chr6_GL000254v2_alt,-,4750321
ZBTB22,chr6_GL000254v2_alt,-,4753876
DAXX,chr6_GL000254v2_alt,-,4765202
KIFC1,chr6_GL000254v2_alt,+,4827483
ENSG00000272907,chr6_GL000255v2_alt,-,104587
LINC01623,chr6_GL000255v2_alt,-,128932
HCG14,chr6_GL000255v2_alt,+,162111
TRIM27,chr6_GL000255v2_alt,-,189571
U6,chr6_GL000255v2_alt,+,181226
LINC01556,chr6_GL000255v2_alt,+,209457
Metazoa_SRP,chr6_GL000255v2_alt,+,243053
HCG15,chr6_GL000255v2_alt,+,251780
ENSG00000243286,chr6_GL000255v2_alt,+,252377
ZNF311,chr6_GL000255v2_alt,-,270894
OR2W1,chr6_GL000255v2_alt,-,310818
ENSG00000278714,chr6_GL000255v2_alt,+,329576
OR2B3,chr6_GL000255v2_alt,-,352893
OR2J3,chr6_GL000255v2_alt,+,377475
ENSG00000225184,chr6_GL000255v2_alt,+,389793
OR2J2,chr6_GL000255v2_alt,+,438892
OR5V1,chr6_GL000255v2_alt,-,697436
OR11A1,chr6_GL000255v2_alt,-,722536
OR10C1,chr6_GL000255v2_alt,+,704774
OR2H1,chr6_GL000255v2_alt,+,722645
MAS1L,chr6_GL000255v2_alt,-,753368
LINC02829,chr6_GL000255v2_alt,+,762975
LINC01015,chr6_GL000255v2_alt,+,794890
UBD,chr6_GL000255v2_alt,-,825425
GABBR1,chr6_GL000255v2_alt,-,898673
SNORD32B,chr6_GL000255v2_alt,+,847760
OR2H2,chr6_GL000255v2_alt,+,852966
MOG,chr6_GL000255v2_alt,+,922480
ZFP57,chr6_GL000255v2_alt,-,946603
HLA-F,chr6_GL000255v2_alt,+,985814
HLA-F-AS1,chr6_GL000255v2_alt,-,1012093
Y_RNA,chr6_GL000255v2_alt,+,1013413
HLA-V,chr6_GL000255v2_alt,+,1053844
HLA-G,chr6_GL000255v2_alt,+,1089732
HLA-A,chr6_GL000255v2_alt,+,1196217
HCG9,chr6_GL000255v2_alt,+,1230084
POLR1HASP,chr6_GL000255v2_alt,-,1316823
ENSG00000290325,chr6_GL000255v2_alt,+,1261680
ENSG00000278511,chr6_GL000255v2_alt,+,1291044
ENSG00000278397,chr6_GL000255v2_alt,+,1313292
POLR1H,chr6_GL000255v2_alt,+,1314079
ENSG00000275133,chr6_GL000255v2_alt,+,1316261
PPP1R11,chr6_GL000255v2_alt,+,1321868
RNF39,chr6_GL000255v2_alt,-,1331006
TRIM31,chr6_GL000255v2_alt,-,1368247
TRIM31-AS1,chr6_GL000255v2_alt,+,1360386
ENSG00000265602,chr6_GL000255v2_alt,-,1388104
TRIM40,chr6_GL000255v2_alt,+,1391235
TRIM10,chr6_GL000255v2_alt,-,1416062
TRIM15,chr6_GL000255v2_alt,+,1418333
TRIM26,chr6_GL000255v2_alt,-,1468529
HCG17,chr6_GL000255v2_alt,-,1581209
HLA-L,chr6_GL000255v2_alt,+,1514691
HCG18,chr6_GL000255v2_alt,-,1582225
TRIM39,chr6_GL000255v2_alt,+,1581553
RPP21,chr6_GL000255v2_alt,+,1584386
HLA-E,chr6_GL000255v2_alt,+,1744562
LINC02569,chr6_GL000255v2_alt,+,1771352
GNL1,chr6_GL000255v2_alt,-,1812259
PRR3,chr6_GL000255v2_alt,+,1811970
ABCF1,chr6_GL000255v2_alt,+,1826462
PPP1R10,chr6_GL000255v2_alt,-,1873700
MRPS18B,chr6_GL000255v2_alt,+,1872796
ATAT1,chr6_GL000255v2_alt,+,1881929
C6orf136,chr6_GL000255v2_alt,+,1902126
DHX16,chr6_GL000255v2_alt,-,1928150
PPP1R18,chr6_GL000255v2_alt,-,1943009
NRM,chr6_GL000255v2_alt,-,1946534
MDC1,chr6_GL000255v2_alt,-,1973001
MDC1-AS1,chr6_GL000255v2_alt,+,1958180
TUBB,chr6_GL000255v2_alt,+,1975312
FLOT1,chr6_GL000255v2_alt,-,1997843
Y_RNA,chr6_GL000255v2_alt,-,2752690
IER3,chr6_GL000255v2_alt,-,1999664
HCG20,chr6_GL000255v2_alt,+,2021917
ENSG00000215523,chr6_GL000255v2_alt,-,2085765
LINC02570,chr6_GL000255v2_alt,-,2103263
7SK,chr6_GL000255v2_alt,+,2119425
DDR1-DT,chr6_GL000255v2_alt,-,2131089
DDR1,chr6_GL000255v2_alt,+,2136142
GTF2H4,chr6_GL000255v2_alt,+,2163349
